gene	mean_BF	sum_BF	max_BF	n_snps	rank_BF	n	GeneScore
KLHDC10	-13.051776	-65.25888	-13.051776	5	585	817	0.716034271725826
KLHDC2	-13.051776	-13.051776	-13.051776	1	633	1564	0.404731457800512
KLHDC3	-12.449063751	-124.49063751	-7.02465351	10	322	477	0.675052410901468
KLHDC4	-11.5449953775	-92.35996302	-7.02465351	8	315	534	0.589887640449438
KLHDC7A	-13.051776	-26.103552	-13.051776	2	634	1311	0.483600305110603
KLHDC8A	-13.051776	-13.051776	-13.051776	1	634	1564	0.40537084398977
KLHL1	-11.4118575783333	-1711.77863675	3.67468467	150	92	97	0.948453608247423
KLHL12	-7.9938978925	-31.97559157	1.15261394	4	131	933	0.140407288317256
KLHL13	-10.3783095213333	-467.02392846	11.26206248	45	4	26	0.153846153846154
KLHL14	-11.1785022988372	-480.67559885	16.86108572	43	1	49	0.0204081632653061
KLHL15	-10.842425173	-108.42425173	-0.97786491	10	148	477	0.310272536687631
KLHL17	-13.051776	-13.051776	-13.051776	1	635	1564	0.406010230179028
KLHL18	-13.051776	-39.155328	-13.051776	3	605	1069	0.565949485500468
KLHL2	-10.9274324954545	-240.4035149	1.78290223	22	59	160	0.36875
KLHL20	-11.16043874	-234.36921354	2.82719788	21	61	160	0.38125
KLHL21	-13.051776	-26.103552	-13.051776	2	635	1311	0.484363081617086
KLHL22	-10.28787372	-102.8787372	-5.25938709	10	268	477	0.561844863731656
KLHL23	-13.051776	-52.207104	-13.051776	4	584	933	0.62593783494105
KLHL24	-12.6972393829412	-215.85306951	-7.02465351	17	183	218	0.839449541284404
KLHL25	-11.242549104	-56.21274552	-4.00564152	5	258	817	0.315789473684211
KLHL26	-13.051776	-26.103552	-13.051776	2	636	1311	0.48512585812357
KLHL28	-13.051776	-26.103552	-13.051776	2	637	1311	0.485888634630053
KLHL29	-12.1420793234532	-1687.74902596	2.58796212	100	190	209	0.909090909090909
KLHL3	-11.9810657765	-239.62131553	2.33530598	20	72	183	0.39344262295082
KLHL31	-13.051776	-91.362432	-13.051776	7	485	621	0.780998389694042
KLHL32	-13.051776	-195.77664	-13.051776	15	233	254	0.917322834645669
KLHL34	-13.051776	-26.103552	-13.051776	2	638	1311	0.486651411136537
KLHL36	-11.7519617086667	-176.27942563	0.41831588	15	92	254	0.362204724409449
KLHL38	-9.92019341454546	-109.12212756	15.36850995	11	7	408	0.017156862745098
KLHL4	-12.6453197823529	-429.9408726	-5.25938709	34	79	82	0.963414634146341
KLHL40	-13.051776	-117.465984	-13.051776	9	368	439	0.838268792710706
KLHL41	-13.051776	-26.103552	-13.051776	2	639	1311	0.487414187643021
KLHL42	-13.051776	-13.051776	-13.051776	1	636	1564	0.406649616368286
KLHL5	-12.7504198755	-255.00839751	-7.02465351	20	168	183	0.918032786885246
KLHL6	-11.50109554	-138.01314648	-2.23599939	12	162	320	0.50625
KLHL7	-10.6417379745455	-117.05911772	13.45864228	11	12	408	0.0294117647058824
KLHL8	-12.449063751	-124.49063751	-7.02465351	10	323	477	0.677148846960168
KLRG1	-11.970198339	-119.70198339	-2.23599939	10	185	477	0.387840670859539
KMO	-11.4104023057143	-79.87281614	-1.56216014	7	184	621	0.296296296296296
KMT2A	-11.420304	-91.362432	0	8	137	534	0.256554307116105
KMT2C	-10.8400320502062	-1051.48310887	7.85012285	97	4	12	0.333333333333333
KMT2E	-12.29838568875	-98.38708551	-7.02465351	8	316	534	0.591760299625468
KMT5A	-10.45431303	-31.36293909	-5.25938709	3	250	1069	0.233863423760524
KMT5B	-12.5881511930769	-163.64596551	-7.02465351	13	257	316	0.813291139240506
KNDC1	-12.349252966875	-592.76414241	2.58796212	48	16	34	0.470588235294118
KNL1	-13.051776	-221.880192	-13.051776	17	210	218	0.963302752293578
KNOP1	-9.99527556666667	-59.9716534	5.2872266	6	61	738	0.0826558265582656
KNTC1	-13.051776	-13.051776	-13.051776	1	637	1564	0.407289002557545
KPNA1	-12.4503628518182	-410.86197411	-5.25938709	33	80	84	0.952380952380952
KPNA2	-13.051776	-39.155328	-13.051776	3	606	1069	0.56688493919551
KPNA3	-11.2464940596	-281.16235149	-3.03217882	25	99	131	0.755725190839695
KPNA4	-13.051776	-117.465984	-13.051776	9	369	439	0.840546697038724
KPNA5	-12.5756636589474	-238.93760952	-4.00564152	19	126	170	0.741176470588235
KPNA6	-11.32013402	-101.88120618	-5.25938709	9	220	439	0.501138952164009
KPNA7	-13.051776	-13.051776	-13.051776	1	638	1564	0.407928388746803
KPNB1	-9.93653504181818	-109.30188546	21.21587454	11	2	408	0.00490196078431373
KRAS	-11.6593888015385	-151.57205442	-0.97786491	13	159	316	0.503164556962025
KREMEN1	-11.5123471791667	-138.14816615	5.42136985	12	46	320	0.14375
KRIT1	-8.16969475833333	-49.01816855	8.44832254	6	29	738	0.0392953929539295
KRR1	-11.846351502	-59.23175751	-7.02465351	5	396	817	0.484700122399021
KRT18	-13.051776	-13.051776	-13.051776	1	639	1564	0.408567774936061
KRT222	-11.5679129109091	-127.24704202	3.27071798	11	83	408	0.20343137254902
KSR1	-11.7954567818182	-129.7500246	-5.25938709	11	231	408	0.566176470588235
KSR2	-10.4845285928571	-146.7834003	0	14	111	291	0.381443298969072
KTN1	-12.0557432372727	-663.06587805	-2.23599939	55	18	21	0.857142857142857
KXD1	-13.051776	-13.051776	-13.051776	1	640	1564	0.40920716112532
KY	-11.04273517	-33.12820551	-7.02465351	3	321	1069	0.300280636108513
KYAT1	-13.051776	-26.103552	-13.051776	2	640	1311	0.488176964149504
KYAT3	-11.0389132685714	-154.54478576	3.05439115	14	69	291	0.237113402061856
KYNU	-11.3149687805	-452.59875122	8.15824046	40	16	66	0.242424242424242
L2HGDH	-11.92100919	-95.36807352	-4.00564152	8	223	534	0.417602996254682
L3HYPDH	-10.0332982275	-40.13319291	-0.97786491	4	167	933	0.178992497320472
L3MBTL1	-13.051776	-65.25888	-13.051776	5	586	817	0.717258261933905
L3MBTL2	-13.051776	-26.103552	-13.051776	2	641	1311	0.488939740655988
L3MBTL3	-10.0189576481579	-380.72039063	11.88952856	38	5	55	0.0909090909090909
LACC1	-9.06170016944444	-163.11060305	1.78290223	18	79	205	0.385365853658537
LACTB	-13.051776	-13.051776	-13.051776	1	641	1564	0.409846547314578
LACTB2	-11.3959157690909	-250.71014692	-0.4619595	22	93	160	0.58125
LACTBL1	-13.051776	-91.362432	-13.051776	7	486	621	0.782608695652174
LAD1	-13.051776	-13.051776	-13.051776	1	642	1564	0.410485933503836
LAG3	-13.051776	-26.103552	-13.051776	2	642	1311	0.489702517162471
LAMA1	-11.0068355049231	-715.44430782	3.67468467	65	14	20	0.7
LAMA2	-11.6882903901288	-2723.3716609	5.80210632	200	65	74	0.878378378378378
LAMA3	-9.72626678849315	-710.01747556	8.08299437	73	7	22	0.318181818181818
LAMA4	-12.582871805	-704.64082108	1.15261394	56	17	21	0.80952380952381
LAMA5	-10.8287293527273	-357.34806864	7.85012285	33	11	84	0.130952380952381
LAMB1	-13.051776	-78.310656	-13.051776	6	569	738	0.7710027100271
LAMB3	-10.4687235042857	-73.28106453	-7.02465351	7	369	621	0.594202898550725
LAMB4	-10.190673504375	-163.05077607	4.55126961	16	54	223	0.242152466367713
LAMC1	-13.051776	-65.25888	-13.051776	5	587	817	0.718482252141983
LAMC3	-7.4374763	-22.3124289	-2.23599939	3	167	1069	0.15622076707203
LAMP2	-13.051776	-78.310656	-13.051776	6	570	738	0.772357723577236
LAMP3	-13.051776	-65.25888	-13.051776	5	588	817	0.719706242350061
LAMP5	-11.2688071477778	-101.41926433	-3.03217882	9	175	439	0.398633257403189
LAMTOR3	-13.051776	-26.103552	-13.051776	2	643	1311	0.490465293668955
LAMTOR5	-13.051776	-13.051776	-13.051776	1	643	1564	0.411125319693095
LANCL1	-9.23913274142857	-129.34785838	7.43561085	14	27	291	0.0927835051546392
LANCL2	-12.5276783921739	-288.13660302	-7.02465351	23	124	128	0.96875
LANCL3	-11.3554990205	-227.10998041	4.55126961	20	44	183	0.240437158469945
LAP3	-12.375789961875	-198.01263939	-2.23599939	16	134	223	0.600896860986547
LAPTM4A	-11.69980392375	-93.59843139	-2.23599939	8	180	534	0.337078651685393
LAPTM4B	-12.1124635676596	-569.28578768	-3.03217882	47	30	35	0.857142857142857
LAPTM5	-13.051776	-39.155328	-13.051776	3	607	1069	0.567820392890552
LARGE1	-12.1181886147312	-2253.98308234	10.11634851	150	44	97	0.45360824742268
LARGE2	-2.23599939	-2.23599939	-2.23599939	1	93	1564	0.059462915601023
LARP1	-9.97903128	-69.85321896	-1.56216014	7	185	621	0.297906602254428
LARP1B	-11.3154948508333	-135.78593821	-2.23599939	12	163	320	0.509375
LARP4	-10.2445435985714	-143.42361038	5.14909816	14	52	291	0.178694158075601
LARP4B	-12.046892202	-180.70338303	-4.00564152	15	171	254	0.673228346456693
LARP6	-10.9759704071429	-76.83179285	1.47886315	7	116	621	0.186795491143317
LARP7	-13.051776	-234.931968	-13.051776	18	197	205	0.960975609756098
LARS1	-13.051776	-182.724864	-13.051776	14	269	291	0.924398625429553
LARS2	-9.89885006604651	-425.65055284	8.72250286	43	10	49	0.204081632653061
LAS1L	-11.1046697746667	-166.57004662	2.33530598	15	73	254	0.28740157480315
LAT2	-11.6421308175	-139.70556981	3.86396619	12	67	320	0.209375
LATS1	-13.051776	-195.77664	-13.051776	15	234	254	0.921259842519685
LATS2	-11.9576662116667	-286.98398908	1.15261394	24	62	127	0.488188976377953
LAYN	-13.051776	-52.207104	-13.051776	4	585	933	0.627009646302251
LBH	-11.5449953775	-92.35996302	-7.02465351	8	317	534	0.593632958801498
LBHD2	-13.051776	-104.414208	-13.051776	8	432	534	0.808988764044944
LBR	-12.675080844375	-202.80129351	-7.02465351	16	199	223	0.89237668161435
LCA5	-13.051776	-156.621312	-13.051776	12	296	320	0.925
LCA5L	-13.051776	-52.207104	-13.051776	4	586	933	0.628081457663451
LCK	-13.051776	-26.103552	-13.051776	2	644	1311	0.491228070175439
LCLAT1	-11.0584639659722	-796.20940555	8.51828354	72	9	26	0.346153846153846
LCMT1	-13.051776	-65.25888	-13.051776	5	589	817	0.720930232558139
LCMT2	-13.051776	-91.362432	-13.051776	7	487	621	0.784219001610306
LCOR	-8.534335735	-51.20601441	5.00673111	6	65	738	0.0880758807588076
LCORL	-11.2799026008333	-135.35883121	0.41831588	12	115	320	0.359375
LCP1	-9.79983459521739	-225.39619569	6.37518976	23	23	128	0.1796875
LCP2	-10.8038301744444	-194.46894314	1.15261394	18	87	205	0.424390243902439
LCT	-9.188219912	-45.94109956	6.26600444	5	41	817	0.0501835985312118
LCTL	-13.051776	-13.051776	-13.051776	1	644	1564	0.411764705882353
LDAH	-9.88218201253012	-820.22110704	24.75075785	83	1	10	0.1
LDB1	-13.051776	-13.051776	-13.051776	1	645	1564	0.412404092071611
LDB2	-11.6393934989333	-872.95451242	6.78844652	75	10	16	0.625
LDB3	-11.753044515	-70.51826709	-5.25938709	6	325	738	0.440379403794038
LDHB	-13.051776	-13.051776	-13.051776	1	646	1564	0.41304347826087
LDLRAD1	-13.051776	-65.25888	-13.051776	5	590	817	0.722154222766218
LDLRAD3	-12.0177318301961	-612.90432334	-2.23599939	51	32	32	1
LDLRAD4	-11.3555524568323	-1828.24394555	21.25137488	150	6	97	0.0618556701030928
LECT2	-13.051776	-26.103552	-13.051776	2	645	1311	0.491990846681922
LEF1	-10.6123253191667	-382.04371149	1.47886315	36	34	62	0.548387096774194
LEKR1	-12.6212672507143	-176.69774151	-7.02465351	14	225	291	0.77319587628866
LEMD2	-13.051776	-39.155328	-13.051776	3	608	1069	0.568755846585594
LEMD3	-9.93201219954545	-218.50426839	6.48191712	22	29	160	0.18125
LEO1	-13.051776	-91.362432	-13.051776	7	488	621	0.785829307568438
LEPR	-11.1126925671429	-155.57769594	-0.97786491	14	129	291	0.443298969072165
LEPROT	-9.22190404666667	-27.66571214	-1.56216014	3	149	1069	0.139382600561272
LEPROTL1	-13.051776	-13.051776	-13.051776	1	647	1564	0.413682864450128
LETM1	-10.992765075	-131.9131809	3.86396619	12	68	320	0.2125
LETM2	-13.051776	-65.25888	-13.051776	5	591	817	0.723378212974296
LFNG	-13.051776	-39.155328	-13.051776	3	609	1069	0.569691300280636
LGALS1	-13.051776	-26.103552	-13.051776	2	646	1311	0.492753623188406
LGALS2	-13.051776	-52.207104	-13.051776	4	587	933	0.629153269024652
LGALS3	-7.86981212333333	-47.21887274	4.22049586	6	75	738	0.101626016260163
LGALS8	-8.356031127	-83.56031127	4.38886118	10	66	477	0.138364779874214
LGALSL	-13.051776	-130.51776	-13.051776	10	406	477	0.851153039832285
LGI1	-13.051776	-65.25888	-13.051776	5	592	817	0.724602203182375
LGI2	-11.9887366615385	-155.8535766	-5.25938709	13	220	316	0.69620253164557
LGMN	-12.3820957233333	-111.43886151	-7.02465351	9	268	439	0.610478359908884
LGR4	-11.485578448125	-551.30776551	8.72250286	48	4	34	0.117647058823529
LGR5	-9.77580146617021	-459.46266891	13.88126017	47	2	35	0.0571428571428571
LGR6	-10.9108480015789	-207.30611203	-3.03217882	19	113	170	0.664705882352941
LGSN	-13.051776	-169.673088	-13.051776	13	292	316	0.924050632911392
LHFPL2	-9.28626080358974	-362.16417134	6.37518976	39	16	48	0.333333333333333
LHFPL3	-12.0893806286538	-1257.29558538	0.41831588	100	204	209	0.976076555023923
LHFPL5	-13.051776	-26.103552	-13.051776	2	647	1311	0.493516399694889
LHFPL6	-10.4545288481579	-794.54419246	46.9373574	76	1	10	0.1
LHPP	-11.4396083087879	-377.50707419	6.58629979	33	16	84	0.19047619047619
LHX1	-10.038214755	-20.07642951	-7.02465351	2	275	1311	0.20976353928299
LHX2	-13.051776	-39.155328	-13.051776	3	610	1069	0.570626753975678
LHX3	-9.155581545	-18.31116309	-5.25938709	2	203	1311	0.154843630816171
LHX6	-7.68305361666667	-23.04916085	3.05439115	3	66	1069	0.0617399438727783
LHX8	-11.846351502	-59.23175751	-7.02465351	5	397	817	0.485924112607099
LIAS	-13.051776	-26.103552	-13.051776	2	648	1311	0.494279176201373
LIG3	-12.2197931838462	-158.85731139	-2.23599939	13	172	316	0.544303797468354
LIG4	-9.10116171428571	-63.708132	-2.23599939	7	208	621	0.334943639291465
LIMA1	-8.361832474	-167.23664948	9.29002656	20	20	183	0.109289617486339
LIMCH1	-11.6061985893333	-1218.65085188	7.76998358	100	116	209	0.555023923444976
LIMD1	-12.248159668	-183.72239502	-7.02465351	15	208	254	0.818897637795276
LIME1	-13.051776	-26.103552	-13.051776	2	649	1311	0.495041952707857
LIMK2	-10.1136458007692	-131.47739541	8.3053932	13	28	316	0.0886075949367089
LIMS1	-11.4238924478947	-434.10791302	7.25939158	38	15	55	0.272727272727273
LIMS2	-13.051776	-117.465984	-13.051776	9	370	439	0.842824601366743
LIN28A	-2.19821498	-4.39642996	8.65534604	2	23	1311	0.0175438596491228
LIN28B	-11.2331892909091	-617.825411	8.78877829	55	9	21	0.428571428571429
LIN52	-13.051776	-143.569536	-13.051776	11	353	408	0.865196078431373
LIN54	-12.3167154855556	-332.55131811	-5.25938709	27	100	111	0.900900900900901
LIN7A	-11.6504264814286	-244.65895611	-0.4619595	21	95	160	0.59375
LIN7C	-12.5495157925	-150.59418951	-7.02465351	12	251	320	0.784375
LIN9	-12.5004806141667	-450.01730211	-5.25938709	36	58	62	0.935483870967742
LINGO1	-11.3708627143182	-500.31795943	13.16175788	44	12	38	0.315789473684211
LINGO2	-9.75587364947115	-2029.22171909	8.51828354	200	52	74	0.702702702702703
LINGO3	-13.051776	-78.310656	-13.051776	6	571	738	0.773712737127371
LINS1	-13.051776	-117.465984	-13.051776	9	371	439	0.845102505694761
LIPC	-11.9946173067308	-623.72009995	0	52	28	32	0.875
LIPG	-9.52735945333333	-57.16415672	2.06760079	6	110	738	0.149051490514905
LIPH	-10.0332982275	-40.13319291	-0.97786491	4	168	933	0.180064308681672
LIPI	-10.9910629789286	-307.74976341	14.78195752	28	4	113	0.0353982300884956
LIPT1	-12.272537109	-122.72537109	-5.25938709	10	269	477	0.563941299790356
LITAF	-9.68319618	-48.4159809	-2.23599939	5	192	817	0.23500611995104
LLGL2	-9.932686910625	-158.92299057	-3.03217882	16	140	223	0.62780269058296
LLPH	-13.051776	-39.155328	-13.051776	3	611	1069	0.57156220767072
LMBR1	-12.2608570507317	-502.69513908	-2.23599939	41	31	37	0.837837837837838
LMBRD1	-11.6469762751163	-500.81997983	1.15261394	43	31	49	0.63265306122449
LMBRD2	-10.5369511390909	-115.90646253	-0.4619595	11	140	408	0.343137254901961
LMCD1	-11.3818431366667	-68.29105882	-3.03217882	6	248	738	0.336043360433604
LMF1	-12.4352418647727	-547.15064205	-4.00564152	44	36	38	0.947368421052632
LMLN	-10.667865142	-106.67865142	-3.03217882	10	206	477	0.431865828092243
LMNA	-13.051776	-78.310656	-13.051776	6	572	738	0.775067750677507
LMNB1	-10.6462726585714	-74.52390861	-4.00564152	7	262	621	0.421900161030596
LMNB2	-11.8711355564286	-166.19589779	3.47719021	14	65	291	0.223367697594502
LMO1	-11.2023981113793	-324.86954523	10.26719179	29	8	84	0.0952380952380952
LMO2	-7.643887695	-15.28777539	-2.23599939	2	131	1311	0.0999237223493516
LMO3	-10.1762018186486	-376.51946729	8.85419715	37	9	55	0.163636363636364
LMO4	-13.051776	-26.103552	-13.051776	2	650	1311	0.49580472921434
LMO7	-11.8302152502632	-1348.64453853	3.86396619	100	175	209	0.837320574162679
LMOD1	-10.165506160625	-162.64809857	4.22049586	16	61	223	0.273542600896861
LMOD2	-13.051776	-91.362432	-13.051776	7	489	621	0.78743961352657
LMOD3	-11.3818431366667	-68.29105882	-3.03217882	6	249	738	0.33739837398374
LMTK2	-10.648351036875	-170.37361659	-2.23599939	16	135	223	0.605381165919282
LMX1A	-13.051776	-156.621312	-13.051776	12	297	320	0.928125
LMX1B	-10.2873996842308	-267.47239179	13.60237015	26	10	110	0.0909090909090909
LNP1	-11.0405500466667	-99.36495042	-0.97786491	9	131	439	0.298405466970387
LNPEP	-9.82774477090909	-216.21038496	13.37093847	22	8	160	0.05
LNPK	-11.9237561922222	-536.56902865	1.78290223	45	18	26	0.692307692307692
LNX1	-11.5798721281481	-312.65654746	0.80059496	27	69	111	0.621621621621622
LNX2	-9.06568055	-181.313611	5.55175926	20	37	183	0.202185792349727
LOC107198158	-13.051776	-13.051776	-13.051776	1	648	1564	0.414322250639386
LOC107198159	-8.91954343857143	-62.43680407	0.80059496	7	134	621	0.215780998389694
LOC107198162	-8.285343085	-33.14137234	-3.03217882	4	217	933	0.232583065380493
LOC107198163	-9.155581545	-18.31116309	-5.25938709	2	204	1311	0.155606407322654
LOC107198170	-7.53037567272727	-82.8341324	2.33530598	11	96	408	0.235294117647059
LOC107198183	-10.038214755	-80.30571804	-7.02465351	8	318	534	0.595505617977528
LOC107198188	-13.051776	-65.25888	-13.051776	5	593	817	0.725826193390453
LOC107198203	-13.051776	-13.051776	-13.051776	1	649	1564	0.414961636828645
LOC107198217	-13.051776	-26.103552	-13.051776	2	651	1311	0.496567505720824
LOC107198222	-13.051776	-52.207104	-13.051776	4	588	933	0.630225080385852
LOC107198237	-9.155581545	-18.31116309	-5.25938709	2	205	1311	0.156369183829138
LOC107198242	-10.038214755	-20.07642951	-7.02465351	2	276	1311	0.210526315789474
LOC107198243	-9.17016786108696	-421.82772161	10.83183989	46	4	39	0.102564102564103
LOC107198253	-8.01198373666667	-24.03595121	2.06760079	3	83	1069	0.0776426566884939
LOC107198254	-8.35199500625	-66.81596005	0.41831588	8	127	534	0.237827715355805
LOC107198255	1.47886315	1.47886315	1.47886315	1	48	1564	0.030690537084399
LOC107198270	-7.75835563	-54.30848941	2.58796212	7	91	621	0.146537842190016
LOC107198286	-9.62176383705882	-163.56998523	-0.4619595	17	94	218	0.431192660550459
LOC107198293	-7.8216232568	-195.54058142	9.04554725	25	13	131	0.099236641221374
LOC107198294	-13.051776	-130.51776	-13.051776	10	407	477	0.853249475890985
LOC107198295	-9.55226719	-114.62720628	-0.4619595	12	129	320	0.403125
LOC107198297	-13.051776	-13.051776	-13.051776	1	650	1564	0.415601023017903
LOC107198300	-9.155581545	-18.31116309	-5.25938709	2	206	1311	0.157131960335622
LOC107198310	-9.684071322	-48.42035661	-4.00564152	5	259	817	0.317013463892289
LOC107198314	-13.051776	-52.207104	-13.051776	4	589	933	0.631296891747053
LOC107198328	-10.1631377783333	-121.95765334	-0.4619595	12	130	320	0.40625
LOC107198336	4.773417865	9.54683573	14.80622282	2	9	1311	0.0068649885583524
LOC107198337	-7.30696807	-14.61393614	-1.56216014	2	123	1311	0.0938215102974828
LOC107198353	-11.5449953775	-46.17998151	-7.02465351	4	371	933	0.397642015005359
LOC107198354	-13.051776	-26.103552	-13.051776	2	652	1311	0.497330282227307
LOC107198355	-10.697389916	-106.97389916	-1.56216014	10	165	477	0.345911949685535
LOC107198366	-9.688202335	-77.50561868	1.78290223	8	109	534	0.204119850187266
LOC107198367	-10.038214755	-20.07642951	-7.02465351	2	277	1311	0.211289092295957
LOC107198378	-9.71191027333333	-29.13573082	-3.03217882	3	187	1069	0.174929840972872
LOC107198385	-6.98481794666667	-20.95445384	5.14909816	3	43	1069	0.0402245088868101
LOC107198387	-13.051776	-39.155328	-13.051776	3	612	1069	0.572497661365762
LOC107198390	-8.12899882214286	-113.80598351	6.15423953	14	37	291	0.127147766323024
LOC107198392	-9.17654320230769	-119.29506163	1.15261394	13	113	316	0.357594936708861
LOC107198401	-13.051776	-117.465984	-13.051776	9	372	439	0.847380410022779
LOC107198405	-13.051776	-52.207104	-13.051776	4	590	933	0.632368703108253
LOC107198409	-10.5072065585714	-73.55044591	-3.03217882	7	233	621	0.375201288244767
LOC107198412	-12.379993815	-495.1997526	0	40	47	66	0.712121212121212
LOC107198414	-11.5449953775	-46.17998151	-7.02465351	4	372	933	0.398713826366559
LOC107198416	-9.10770011	-127.50780154	1.78290223	14	89	291	0.305841924398625
LOC107198417	-9.155581545	-18.31116309	-5.25938709	2	207	1311	0.157894736842105
LOC107198422	-10.5609177175	-126.73101261	0	12	118	320	0.36875
LOC107198430	-13.051776	-26.103552	-13.051776	2	653	1311	0.498093058733791
LOC107198438	-11.312302045625	-180.99683273	-3.03217882	16	141	223	0.632286995515695
LOC107198444	-13.051776	-39.155328	-13.051776	3	613	1069	0.573433115060805
LOC107198450	-9.30687800266667	-139.60317004	5.42136985	15	43	254	0.169291338582677
LOC107198454	-9.77081169625	-78.16649357	7.16881594	8	30	534	0.0561797752808989
LOC107198458	-6.62444107666667	-19.87332323	-1.56216014	3	150	1069	0.140318054256314
LOC107198459	-9.24083502	-55.44501012	-4.00564152	6	284	738	0.384823848238482
LOC107198460	-13.051776	-104.414208	-13.051776	8	433	534	0.810861423220974
LOC107198461	-10.8344723473171	-444.21336624	4.04570588	41	17	37	0.459459459459459
LOC107198463	-13.051776	-26.103552	-13.051776	2	654	1311	0.498855835240275
LOC107198467	-9.155581545	-18.31116309	-5.25938709	2	208	1311	0.158657513348589
LOC107198468	-13.051776	-52.207104	-13.051776	4	591	933	0.633440514469453
LOC107198472	-9.817174001875	-157.07478403	8.00658591	16	29	223	0.130044843049327
LOC107198479	-13.051776	-13.051776	-13.051776	1	651	1564	0.416240409207161
LOC107198489	-6.75686775	-13.5137355	-0.4619595	2	106	1311	0.0808543096872616
LOC107198494	-10.0332982275	-40.13319291	-0.97786491	4	169	933	0.181136120042872
LOC107198495	-3.83964102277778	-69.11353841	4.04570588	18	57	205	0.278048780487805
LOC107198498	-10.038214755	-20.07642951	-7.02465351	2	278	1311	0.212051868802441
LOC107198501	-13.051776	-13.051776	-13.051776	1	652	1564	0.416879795396419
LOC107198503	-13.051776	-52.207104	-13.051776	4	592	933	0.634512325830654
LOC107198511	-10.179372035	-40.71748814	-1.56216014	4	182	933	0.195069667738478
LOC107198516	-13.051776	-13.051776	-13.051776	1	653	1564	0.417519181585678
LOC107198520	-13.051776	-26.103552	-13.051776	2	655	1311	0.499618611746758
LOC107198521	-10.3472821275	-82.77825702	-0.4619595	8	144	534	0.269662921348315
LOC107198523	-10.038214755	-40.15285902	-7.02465351	4	373	933	0.39978563772776
LOC107198525	-8.66736884571429	-60.67158192	-0.4619595	7	159	621	0.256038647342995
LOC107198545	-9.654741765	-57.92845059	-0.4619595	6	174	738	0.235772357723577
LOC107198735	-10.0332982275	-40.13319291	-0.97786491	4	170	933	0.182207931404073
LOC107198740	-13.051776	-26.103552	-13.051776	2	656	1311	0.500381388253242
LOC107198943	-13.051776	-52.207104	-13.051776	4	593	933	0.635584137191854
LOC107198982	-13.051776	-65.25888	-13.051776	5	594	817	0.727050183598531
LOC107198989	-11.846351502	-59.23175751	-7.02465351	5	398	817	0.487148102815177
LOC107199161	-7.02101968	-21.06305904	-4.00564152	3	216	1069	0.202057998129093
LOC107199176	-13.051776	-13.051776	-13.051776	1	654	1564	0.418158567774936
LOC107199182	-13.051776	-52.207104	-13.051776	4	594	933	0.636655948553055
LOC107199193	-13.051776	-65.25888	-13.051776	5	595	817	0.72827417380661
LOC107199245	-11.50822429	-80.55757003	-5.25938709	7	309	621	0.497584541062802
LOC107199253	-13.051776	-39.155328	-13.051776	3	614	1069	0.574368568755847
LOC107199269	-13.051776	-78.310656	-13.051776	6	573	738	0.776422764227642
LOC107199289	-13.051776	-65.25888	-13.051776	5	596	817	0.729498164014688
LOC107199314	-11.921690533125	-190.74704853	-7.02465351	16	200	223	0.896860986547085
LOC107199330	-8.027636405	-80.27636405	9.52343951	10	24	477	0.050314465408805
LOC107199347	-13.051776	-52.207104	-13.051776	4	595	933	0.637727759914255
LOC107199363	-11.5449953775	-46.17998151	-7.02465351	4	374	933	0.40085744908896
LOC107199369	-11.0775600857143	-77.5429206	-5.25938709	7	310	621	0.499194847020934
LOC107199424	-11.242549104	-56.21274552	-4.00564152	5	260	817	0.318237454100367
LOC107199440	-13.051776	-52.207104	-13.051776	4	596	933	0.638799571275456
LOC107199625	-13.051776	-130.51776	-13.051776	10	408	477	0.855345911949686
LOC107199685	-13.051776	-39.155328	-13.051776	3	615	1069	0.575304022450889
LOC107199687	-13.051776	-39.155328	-13.051776	3	616	1069	0.576239476145931
LOC107199699	-13.051776	-39.155328	-13.051776	3	617	1069	0.577174929840973
LOC107199700	-12.047255585	-72.28353351	-7.02465351	6	413	738	0.559620596205962
LOC107199703	-10.963332485	-241.19331467	0	22	86	160	0.5375
LOC107199704	-5.11228906	-10.22457812	2.82719788	2	64	1311	0.0488176964149504
LOC107199712	-10.3478318475	-41.39132739	-2.23599939	4	201	933	0.215434083601286
LOC107199716	-11.04273517	-33.12820551	-7.02465351	3	322	1069	0.301216089803555
LOC107199737	-13.051776	-156.621312	-13.051776	12	298	320	0.93125
LOC107199739	-7.02465351	-7.02465351	-7.02465351	1	195	1564	0.124680306905371
LOC107199744	-13.051776	-13.051776	-13.051776	1	655	1564	0.418797953964194
LOC107199753	-13.051776	-26.103552	-13.051776	2	657	1311	0.501144164759725
LOC107199756	-13.051776	-13.051776	-13.051776	1	656	1564	0.419437340153453
LOC107199764	-12.1907585014286	-85.33530951	-7.02465351	7	370	621	0.595813204508857
LOC107199766	-7.870452812	-39.35226406	0.80059496	5	118	817	0.144430844553244
LOC107199767	-8.316489035	-349.29253947	13.74318969	42	2	32	0.0625
LOC107199768	-10.8625113426316	-206.38771551	5.67860661	19	25	170	0.147058823529412
LOC107199769	-11.9748017657143	-335.29444944	-0.97786491	28	83	113	0.734513274336283
LOC107199770	-12.2539082955882	-416.63288205	-4.00564152	34	73	82	0.890243902439024
LOC107199772	-12.2694154153571	-343.54363163	2.82719788	28	53	113	0.469026548672566
